rank,lemma,frequency,cumulative_pct,pos,num_surface_forms,example_surface_form
6424,bayat,814,98.577,Adj,1,bayat
6425,sit,814,98.578,Noun,1,site
6426,bakir,814,98.578,Adj,1,bakir
6427,aaah,813,98.578,Interj,1,aaah
6428,eliot,813,98.579,Noun,1,eliot
6429,webster,813,98.579,Noun,1,webster
6430,eleştirmen,813,98.58,Noun,1,eleştirmen
6431,suni,812,98.58,Adj,1,suni
6432,gasp,812,98.581,Noun,1,gasp
6433,hazir,812,98.581,Noun,1,hazir
6434,sekmek,812,98.582,Verb,1,sekse
6435,keklik,812,98.582,Noun,1,keklik
6436,cemiyet,812,98.583,Noun,1,cemiyeti
6437,ganimet,812,98.583,Noun,1,ganimet
6438,sicil,812,98.584,Noun,1,sicili
6439,madeline,811,98.584,Noun,1,madeline
6440,collier,811,98.585,Noun,1,collier
6441,coulson,811,98.585,Noun,1,coulson
6442,peru,811,98.585,Noun,1,peru
6443,prototip,811,98.586,Noun,1,prototip
6444,japonca,810,98.586,Adj,1,japonca
6445,chung,810,98.587,Noun,1,chung
6446,hipnotize,810,98.587,Adj,1,hipnotize
6447,hukukî,810,98.588,Adj,1,hukuki
6448,beau,810,98.588,Noun,1,beau
6449,oklahoma,810,98.589,Noun,1,oklahoma
6450,sağdıç,810,98.589,Noun,1,sağdıç
6451,comic,809,98.59,Noun,1,comic
6452,kal,809,98.59,Noun,1,kalım
6453,bireysel,809,98.591,Adj,1,bireysel
6454,sivrisinek,809,98.591,Noun,1,sivrisinek
6455,perkins,808,98.592,Noun,1,perkins
6456,savannah,808,98.592,Noun,1,savannah
6457,maraton,808,98.592,Noun,1,maraton
6458,gerekçe,808,98.593,Noun,1,gerekçesi
6459,terrence,807,98.593,Noun,1,terrence
6460,diaz,807,98.594,Noun,1,diaz
6461,armut,807,98.594,Adj,1,armut
6462,tulum,807,98.595,Noun,1,tulumu
6463,xiao,806,98.595,Noun,1,xiao
6464,smallville,806,98.596,Noun,1,smallville
6465,hu,806,98.596,Interj,1,hu
6466,leland,805,98.597,Noun,1,leland
6467,meta,805,98.597,Noun,1,metan
6468,karlamak,805,98.598,Verb,1,karla
6469,slogan,805,98.598,Noun,1,slogan
6470,yersiz,804,98.598,Adj,1,yersiz
6471,tezahürat,804,98.599,Noun,1,tezahürat
6472,antibiyotik,803,98.599,Noun,1,antibiyotik
6473,truva,803,98.6,Noun,1,truva
6474,veli,803,98.6,Noun,1,veli
6475,okay,802,98.601,Noun,1,okay
6476,moss,802,98.601,Noun,1,moss
6477,pitiko,802,98.602,Noun,1,pitiko
6478,tüyo,802,98.602,Noun,1,tüyo
6479,carver,802,98.603,Noun,1,carver
6480,okşamak,802,98.603,Verb,1,okşandı
6481,tutunmak,802,98.604,Adj,1,tutunacak
6482,bret,801,98.604,Noun,1,bret
6483,vargas,801,98.604,Noun,1,vargas
6484,princeton,801,98.605,Noun,1,princeton
6485,titreşim,801,98.605,Noun,1,titreşim
6486,güreş,801,98.606,Noun,1,güreşi
6487,duyurmak,801,98.606,Noun,1,duyurmak
6488,kupon,801,98.607,Adj,1,kupon
6489,rahîm,800,98.607,Adj,1,rahim
6490,itham,800,98.608,Noun,1,itham
6491,louisiana,800,98.608,Noun,1,louisiana
6492,denet,800,98.609,Noun,1,denetim
6493,dyson,800,98.609,Noun,1,dyson
6494,parıldamak,800,98.61,Adj,1,parıldayan
6495,aygır,800,98.61,Noun,1,aygır
6496,solomon,799,98.61,Noun,1,solomon
6497,shen,799,98.611,Noun,1,shen
6498,dae,799,98.611,Noun,1,dae
6499,endüstriyel,799,98.612,Adj,1,endüstriyel
6500,road,799,98.612,Noun,1,road
6501,iklim,799,98.613,Noun,1,iklim
6502,küf,799,98.613,Noun,1,küf
6503,özlem,798,98.614,Noun,1,özlem
6504,nal,798,98.614,Noun,1,nalları
6505,şurup,798,98.615,Noun,1,şurubu
6506,demokrat,798,98.615,Adj,1,demokrat
6507,sevdi,798,98.615,Noun,1,sevdiler
6508,dırdır,797,98.616,Noun,1,dırdır
6509,toni,797,98.616,Noun,1,toni
6510,donanım,797,98.617,Adj,1,donanımlı
6511,desmond,796,98.617,Noun,1,desmond
6512,dc,796,98.618,Noun,1,dc
6513,müziklemek,796,98.618,Verb,1,müzikle
6514,dışkı,796,98.619,Noun,1,dışkı
6515,kiera,796,98.619,Noun,1,kiera
6516,ölçek,796,98.62,Adj,1,ölçekte
6517,dunn,795,98.62,Noun,1,dunn
6518,tıpatıp,795,98.621,Adv,1,tıpatıp
6519,sorum,795,98.621,Noun,1,sorumu
6520,cash,794,98.621,Noun,1,cash
6521,eskort,794,98.622,Noun,1,eskort
6522,kramp,794,98.622,Noun,1,kramp
6523,hobbs,794,98.623,Noun,1,hobbs
6524,snow,794,98.623,Noun,1,snow
6525,tito,793,98.624,Noun,1,tito
6526,robbins,793,98.624,Noun,1,robbins
6527,kahpe,793,98.625,Adj,1,kahpe
6528,mari,793,98.625,Noun,1,mari
6529,iftira,792,98.626,Noun,1,iftira
6530,massachusetts,792,98.626,Noun,1,massachusetts
6531,lavon,792,98.626,Noun,1,lavon
6532,süs,792,98.627,Noun,1,süsü
6533,christie,792,98.627,Noun,1,christie
6534,giovanni,792,98.628,Noun,1,giovanni
6535,cambridge,792,98.628,Noun,1,cambridge
6536,auggie,792,98.629,Noun,1,auggie
6537,tas,792,98.629,Adj,1,tas
6538,homoseksüel,791,98.63,Noun,1,homoseksüel
6539,planet,791,98.63,Noun,1,planet
6540,crosby,791,98.631,Noun,1,crosby
6541,missy,790,98.631,Noun,1,missy
6542,boğuşmak,790,98.631,Verb,1,boğuşma
6543,sek,790,98.632,Adv,1,sek
6544,karınca,790,98.632,Noun,1,karıncalar
6545,baki,790,98.633,Noun,1,bakin
6546,salt,789,98.633,Adv,1,salt
6547,way,789,98.634,Noun,1,way
6548,ultra,788,98.634,Noun,1,ultra
6549,yeon,788,98.635,Noun,1,yeon
6550,pasif,788,98.635,Adj,1,pasif
6551,fitzgerald,787,98.636,Noun,1,fitzgerald
6552,cankurtaran,787,98.636,Noun,1,cankurtaran
6553,blanche,787,98.636,Noun,1,blanche
6554,madalyon,787,98.637,Noun,1,madalyonu
6555,smokin,786,98.637,Noun,1,smokin
6556,chapman,786,98.638,Noun,1,chapman
6557,maxwell,786,98.638,Noun,1,maxwell
6558,forma,786,98.639,Noun,1,forman
6559,jaffa,785,98.639,Noun,1,jaffa
6560,hard,785,98.64,Noun,1,hard
6561,sayıca,785,98.64,Adv,1,sayıca
6562,numune,785,98.64,Noun,1,numune
6563,teras,785,98.641,Noun,1,terasta
6564,carolyn,784,98.641,Noun,1,carolyn
6565,yeong,784,98.642,Noun,1,yeong
6566,blaine,784,98.642,Noun,1,blaine
6567,veliaht,784,98.643,Noun,1,veliaht
6568,jarvis,784,98.643,Noun,1,jarvis
6569,panama,784,98.644,Noun,1,panama
6570,arnie,783,98.644,Noun,1,arnie
6571,stein,783,98.645,Noun,1,stein
6572,kadife,783,98.645,Adj,1,kadife
6573,sarsmak,783,98.645,Adj,1,sarsıcı
6574,daryl,782,98.646,Noun,1,daryl
6575,yardımsever,782,98.646,Adj,1,yardımsever
6576,sağduyu,782,98.647,Adj,1,sağduyulu
6577,kimbilir,781,98.647,Noun,1,kimbilir
6578,geçim,781,98.648,Noun,1,geçimini
6579,afyon,780,98.648,Noun,1,afyon
6580,paco,780,98.649,Noun,1,paco
6581,sarpa,780,98.649,Noun,1,sarpa
6582,karaoke,780,98.649,Noun,1,karaoke
6583,murdock,780,98.65,Noun,1,murdock
6584,emmy,780,98.65,Noun,1,emmy
6585,darling,780,98.651,Noun,1,darling
6586,knight,780,98.651,Noun,1,knight
6587,castro,779,98.652,Noun,1,castro
6588,kısmî,779,98.652,Adj,1,kısmi
6589,rabbi,779,98.653,Noun,1,rabbim
6590,aş,778,98.653,Noun,1,aş
6591,satürn,778,98.654,Noun,1,satürn
6592,vermont,778,98.654,Noun,1,vermont
6593,musallat,778,98.654,Adj,1,musallat
6594,mackenzie,778,98.655,Noun,1,mackenzie
6595,ishal,778,98.655,Noun,1,ishal
6596,kik,777,98.656,Noun,1,kiki
6597,candace,777,98.656,Noun,1,candace
6598,element,777,98.657,Noun,1,element
6599,yumruklamak,777,98.657,Verb,1,yumrukla
6600,thea,776,98.658,Noun,1,thea
6601,sybil,776,98.658,Noun,1,sybil
6602,constance,775,98.658,Noun,1,constance
6603,swat,775,98.659,Noun,1,swat
6604,dallama,775,98.659,Adj,1,dallama
6605,vaiz,775,98.66,Noun,1,vaiz
6606,ebe,775,98.66,Noun,1,ebe
6607,annabel,775,98.661,Noun,1,annabelle
6608,bom,774,98.661,Noun,1,bom
6609,santos,774,98.662,Noun,1,santos
6610,şeyh,774,98.662,Noun,1,şeyh
6611,fowler,774,98.662,Noun,1,fowler
6612,sözcü,774,98.663,Noun,1,sözcüsü
6613,tasha,773,98.663,Noun,1,tasha
6614,royce,772,98.664,Noun,1,royce
6615,ilçe,772,98.664,Noun,1,İlçe
6616,lapd,771,98.665,Noun,1,lapd
6617,enerjik,771,98.665,Adj,1,enerjik
6618,forge,770,98.666,Noun,1,forge
6619,hoyt,770,98.666,Noun,1,hoyt
6620,mikrodalga,770,98.666,Noun,1,mikrodalga
6621,omega,770,98.667,Noun,1,omega
6622,colt,770,98.667,Noun,1,colt
6623,öze,768,98.668,Noun,1,özenle
6624,ewing,768,98.668,Noun,1,ewing
6625,flor,768,98.669,Noun,1,flora
6626,adolf,768,98.669,Noun,1,adolf
6627,margot,768,98.67,Noun,1,margot
6628,silikon,767,98.67,Noun,1,silikon
6629,pawnee,767,98.67,Noun,1,pawnee
6630,aurora,767,98.671,Noun,1,aurora
6631,hoover,767,98.671,Noun,1,hoover
6632,lynch,767,98.672,Noun,1,lynch
6633,kamaşmak,767,98.672,Adj,1,kamaştırıcı
6634,kanyon,767,98.673,Noun,1,kanyon
6635,broşür,767,98.673,Noun,1,broşür
6636,elektro,767,98.673,Noun,1,elektro
6637,hazel,766,98.674,Noun,1,hazel
6638,jimnastik,766,98.674,Noun,1,jimnastik
6639,madeleine,766,98.675,Noun,1,madeleine
6640,masters,766,98.675,Noun,1,masters
6641,zıt,766,98.676,Adj,1,zıt
6642,koll,765,98.676,Noun,1,kollu
6643,montecito,765,98.677,Noun,1,montecito
6644,paniklemek,765,98.677,Verb,1,panikledim
6645,barrett,764,98.677,Noun,1,barrett
6646,ailevi,764,98.678,Adj,1,ailevi
6647,tılsım,764,98.678,Noun,1,tılsım
6648,marlene,763,98.679,Noun,1,marlene
6649,kowalski,763,98.679,Noun,1,kowalski
6650,illinois,763,98.68,Noun,1,illinois
6651,alti,763,98.68,Noun,1,alti
6652,turne,763,98.681,Noun,1,turneye
6653,nadi,762,98.681,Noun,1,nadine
6654,angus,762,98.681,Noun,1,angus
6655,brass,761,98.682,Noun,1,brass
6656,brittany,761,98.682,Noun,1,brittany
6657,muş,761,98.683,Noun,1,muş
6658,engin,760,98.683,Adj,1,engin
6659,utah,760,98.684,Noun,1,utah
6660,anders,760,98.684,Noun,1,anders
6661,loki,760,98.684,Noun,1,loki
6662,yuvarlamak,760,98.685,Verb,1,yuvarlan
6663,mallory,759,98.685,Noun,1,mallory
6664,siobhan,759,98.686,Noun,1,siobhan
6665,wisconsin,759,98.686,Noun,1,wisconsin
6666,portre,759,98.687,Noun,1,portre
6667,berkeley,758,98.687,Noun,1,berkeley
6668,bakla,757,98.688,Noun,1,baklayı
6669,hodges,757,98.688,Noun,1,hodges
6670,nutuk,757,98.688,Noun,1,nutuk
6671,kaygı,757,98.689,Noun,1,kaygı
6672,jeannie,756,98.689,Noun,1,jeannie
6673,fotokopi,756,98.69,Noun,1,fotokopi
6674,zen,756,98.69,Noun,1,zen
6675,bölümlemek,756,98.691,Verb,1,bölümler
6676,jest,755,98.691,Noun,1,jest
6677,des,755,98.691,Noun,1,des
6678,önyargı,755,98.692,Adj,1,önyargılı
6679,marks,754,98.692,Noun,1,marks
6680,çığır,754,98.693,Noun,1,çığırından
6681,sempati,754,98.693,Noun,1,sempati
6682,cc,754,98.694,Noun,1,cc
6683,doksan,754,98.694,Num,1,doksan
6684,carroll,754,98.694,Noun,1,carroll
6685,zincirlemek,754,98.695,Verb,1,zincirleme
6686,ayrıntılamak,753,98.695,Verb,1,ayrıntılar
6687,marcie,753,98.696,Noun,1,marcie
6688,tibet,753,98.696,Noun,1,tibet
6689,konvoy,753,98.697,Noun,1,konvoy
6690,çim,753,98.697,Noun,1,çimleri
6691,taliban,752,98.697,Noun,1,taliban
6692,lağım,752,98.698,Noun,1,lağım
6693,jiang,752,98.698,Noun,1,jiang
6694,romanya,752,98.699,Noun,1,romanya
6695,sakura,752,98.699,Noun,1,sakura
6696,polo,752,98.7,Noun,1,polo
6697,tükürmek,752,98.7,Verb,1,tükür
6698,celeste,751,98.701,Noun,1,celeste
6699,everett,751,98.701,Noun,1,everett
6700,kobra,751,98.701,Noun,1,kobra
6701,emilio,751,98.702,Noun,1,emilio
6702,take,750,98.702,Noun,1,take
6703,hotch,750,98.703,Noun,1,hotch
6704,direktör,749,98.703,Noun,1,direktör
6705,ufuk,749,98.704,Noun,1,ufukta
6706,kiler,749,98.704,Noun,1,kilerde
6707,strauss,748,98.704,Noun,1,strauss
6708,shepard,748,98.705,Noun,1,shepard
6709,tahminen,747,98.705,Adv,1,tahminen
6710,çizgilemek,747,98.706,Verb,1,çizgiler
6711,wei,747,98.706,Noun,1,wei
6712,fıkramak,747,98.707,Verb,1,fıkra
6713,öksürük,747,98.707,Noun,1,öksürük
6714,shea,746,98.707,Noun,1,shea
6715,garza,746,98.708,Noun,1,garza
6716,çarpık,746,98.708,Adj,1,çarpık
6717,metelik,746,98.709,Adj,1,meteliksiz
6718,emerson,745,98.709,Noun,1,emerson
6719,abbott,745,98.71,Noun,1,abbott
6720,yandık,745,98.71,Noun,1,yandığını
6721,doymak,744,98.71,Verb,1,doydum
6722,whoo,743,98.711,Noun,1,whoo
6723,kemal,742,98.711,Noun,1,kemal
6724,konfor,742,98.712,Adj,1,konforlu
6725,tıkamak,742,98.712,Adj,1,tıkanmış
6726,operatör,742,98.713,Noun,1,operatör
6727,mahzen,742,98.713,Noun,1,mahzene
6728,ahmed,741,98.713,Noun,1,ahmed
6729,ızgara,741,98.714,Adj,1,ızgara
6730,pürüz,741,98.714,Adj,1,pürüzsüz
6731,great,741,98.715,Noun,1,great
6732,diger,741,98.715,Noun,1,diger
6733,kayık,741,98.716,Adj,1,kayık
6734,cesar,740,98.716,Noun,1,cesar
6735,never,740,98.716,Noun,1,never
6736,kronik,740,98.717,Adj,1,kronik
6737,eliza,739,98.717,Noun,1,eliza
6738,kızak,739,98.718,Noun,1,kızak
6739,kompleks,739,98.718,Noun,1,kompleksi
6740,tree,738,98.718,Noun,1,tree
6741,hawk,738,98.719,Noun,1,hawk
6742,eileen,737,98.719,Noun,1,eileen
6743,tahıl,737,98.72,Noun,1,tahıl
6744,beethoven,737,98.72,Noun,1,beethoven
6745,neşter,737,98.721,Noun,1,neşter
6746,sürünmek,737,98.721,Adv,1,sürünerek
6747,bethany,737,98.721,Noun,1,bethany
6748,maris,736,98.722,Noun,1,maris
6749,saklambaç,736,98.722,Noun,1,saklambaç
6750,sentetik,736,98.723,Adj,1,sentetik
6751,görünürde,736,98.723,Adv,1,görünürde
6752,howie,736,98.724,Noun,1,howie
6753,enişte,736,98.724,Noun,1,enişte
6754,ısıs,736,98.724,Noun,1,ısısı
6755,isveçli,735,98.725,Adj,1,İsveçli
6756,landry,735,98.725,Noun,1,landry
6757,lawson,735,98.726,Noun,1,lawson
6758,draper,735,98.726,Noun,1,draper
6759,myers,734,98.727,Noun,1,myers
6760,berabere,734,98.727,Adv,1,berabere
6761,vasıtasıyla,734,98.727,Adv,1,vasıtasıyla
6762,santimetre,734,98.728,Noun,1,santimetre
6763,lapa,734,98.728,Noun,1,lapa
6764,heteroseksüel,733,98.729,Adj,1,heteroseksüel
6765,geçe,733,98.729,Postp,1,geçe
6766,unsur,733,98.729,Noun,1,unsuru
6767,luciano,732,98.73,Noun,1,luciano
6768,vito,732,98.73,Noun,1,vito
6769,bulantı,732,98.731,Noun,1,bulantısı
6770,barton,731,98.731,Noun,1,barton
6771,shik,731,98.732,Noun,1,shik
6772,katlamak,731,98.732,Verb,1,katla
6773,theodore,730,98.732,Noun,1,theodore
6774,edwin,730,98.733,Noun,1,edwin
6775,faktör,730,98.733,Noun,1,faktör
6776,uyur,729,98.734,Verb,1,uyurum
6777,playboy,729,98.734,Noun,1,playboy
6778,ballard,729,98.735,Noun,1,ballard
6779,cent,729,98.735,Noun,1,cent
6780,vern,729,98.735,Noun,1,vern
6781,summers,728,98.736,Noun,1,summers
6782,asık,728,98.736,Adj,1,asık
6783,filozof,728,98.737,Noun,1,filozof
6784,çanak,728,98.737,Adj,1,çanak
6785,kesim,727,98.737,Noun,1,kesimi
6786,mit,727,98.738,Noun,1,mit
6787,wood,726,98.738,Noun,1,wood
6788,otostop,726,98.739,Noun,1,otostop
6789,faye,726,98.739,Noun,1,faye
6790,hopkins,726,98.74,Noun,1,hopkins
6791,gurup,726,98.74,Noun,1,gurup
6792,sasuke,725,98.74,Noun,1,sasuke
6793,dolores,725,98.741,Noun,1,dolores
6794,dash,724,98.741,Noun,1,dash
6795,montreal,724,98.742,Noun,1,montreal
6796,ernest,724,98.742,Noun,1,ernest
6797,yes,724,98.742,Noun,1,yes
6798,bullock,724,98.743,Noun,1,bullock
6799,denek,723,98.743,Noun,1,denek
6800,cuddy,723,98.744,Noun,1,cuddy
6801,fleming,723,98.744,Noun,1,fleming
6802,satar,723,98.745,Noun,1,satarım
6803,tarak,723,98.745,Noun,1,tarak
6804,stadyum,723,98.745,Noun,1,stadyumu
6805,hare,722,98.746,Noun,1,hare
6806,teçhizat,722,98.746,Noun,1,teçhizat
6807,shi,721,98.747,Noun,1,shi
6808,arabistan,721,98.747,Noun,1,arabistan
6809,gino,721,98.747,Noun,1,gino
6810,besleme,721,98.748,Adj,1,besleme
6811,oymak,721,98.748,Verb,1,oyulmuş
6812,filistin,720,98.749,Noun,1,filistin
6813,krishna,720,98.749,Noun,1,krishna
6814,beygir,720,98.75,Noun,1,beygir
6815,değinmek,720,98.75,Verb,1,değindin
6816,parsons,719,98.75,Noun,1,parsons
6817,bitkisel,719,98.751,Adj,1,bitkisel
6818,sermaye,719,98.751,Noun,1,sermaye
6819,bird,718,98.752,Noun,1,bird
6820,people,718,98.752,Noun,1,people
6821,deh,718,98.752,Interj,1,deh
6822,spa,718,98.753,Noun,1,spa
6823,cezayir,717,98.753,Noun,1,cezayir
6824,ramirez,717,98.754,Noun,1,ramirez
6825,reno,717,98.754,Noun,1,reno
6826,winchester,716,98.754,Noun,1,winchester
6827,dünyevi,716,98.755,Adj,1,dünyevi
6828,babil,716,98.755,Noun,1,babil
6829,burun,716,98.756,Adj,1,burunlu
6830,moleküler,715,98.756,Adj,1,moleküler
6831,mercy,715,98.757,Noun,1,mercy
6832,mora,715,98.757,Noun,1,moran
6833,cherry,715,98.757,Noun,1,cherry
6834,janie,715,98.758,Noun,1,janie
6835,bee,715,98.758,Noun,1,bee
6836,şizofren,715,98.759,Noun,1,şizofreni
6837,slim,714,98.759,Noun,1,slim
6838,klon,714,98.759,Noun,1,klon
6839,sürer,714,98.76,Noun,1,sürerim
6840,garde,714,98.76,Noun,1,garden
6841,declan,714,98.761,Noun,1,declan
6842,lina,712,98.761,Noun,1,lina
6843,rahibe,712,98.761,Noun,1,rahibeler
6844,minnesota,712,98.762,Noun,1,minnesota
6845,anal,711,98.762,Adv,1,anal
6846,ricardo,711,98.763,Noun,1,ricardo
6847,sezmek,711,98.763,Verb,1,seziyorum
6848,master,711,98.763,Noun,1,master
6849,tablet,711,98.764,Noun,1,tablet
6850,zapt,710,98.764,Noun,1,zapt
6851,union,710,98.765,Noun,1,union
6852,kötülemek,709,98.765,Verb,1,kötüler
6853,tır,709,98.766,Noun,1,tır
6854,kendall,709,98.766,Noun,1,kendall
6855,ret,709,98.766,Noun,1,ret
6856,norton,708,98.767,Noun,1,norton
6857,babaç,708,98.767,Noun,1,babacım
6858,havale,708,98.768,Noun,1,havale
6859,thorne,708,98.768,Noun,1,thorne
6860,doria,708,98.768,Noun,1,dorian
6861,corey,708,98.769,Noun,1,corey
6862,kıtlık,708,98.769,Noun,1,kıtlık
6863,eskimek,708,98.77,Adj,1,eskimiş
6864,dalek,708,98.77,Noun,1,dalek
6865,yanlı,707,98.77,Noun,1,yanlısı
6866,geçinmek,707,98.771,Noun,1,geçinmek
6867,dondurma,707,98.771,Noun,1,dondurmayı
6868,bileklik,707,98.772,Noun,1,bileklik
6869,sponsor,706,98.772,Noun,1,sponsor
6870,tombul,705,98.772,Adj,1,tombul
6871,kasedi,705,98.773,Noun,1,kasedi
6872,senyor,705,98.773,Noun,1,senyor
6873,yetkin,705,98.774,Adj,1,yetkin
6874,idrak,705,98.774,Noun,1,idrak
6875,benedict,705,98.774,Noun,1,benedict
6876,matkap,705,98.775,Noun,1,matkap
6877,cemre,704,98.775,Noun,1,cemre
6878,münih,704,98.776,Noun,1,münih
6879,bai,704,98.776,Noun,1,bai
6880,hödük,704,98.776,Noun,1,hödük
6881,kılıçlamak,704,98.777,Verb,1,kılıçla
6882,lyla,704,98.777,Noun,1,lyla
6883,zelanda,704,98.778,Noun,1,zelanda
6884,ferguson,704,98.778,Noun,1,ferguson
6885,kenya,703,98.779,Noun,1,kenya
6886,pegasus,703,98.779,Noun,1,pegasus
6887,herr,703,98.779,Noun,1,herr
6888,francesca,702,98.78,Noun,1,francesca
6889,alberto,702,98.78,Noun,1,alberto
6890,newport,702,98.781,Noun,1,newport
6891,incelik,702,98.781,Noun,1,incelik
6892,ursula,702,98.781,Noun,1,ursula
6893,çelişki,702,98.782,Noun,1,çelişki
6894,nicolas,701,98.782,Noun,1,nicolas
6895,ginny,701,98.783,Noun,1,ginny
6896,madonna,701,98.783,Noun,1,madonna
6897,lilith,701,98.783,Noun,1,lilith
6898,dimitri,701,98.784,Noun,1,dimitri
6899,home,701,98.784,Noun,1,home
6900,ekspres,701,98.785,Adj,1,ekspres
6901,bekâret,701,98.785,Noun,1,bekaretini
6902,masumiyet,701,98.785,Noun,1,masumiyet
6903,eko,700,98.786,Noun,1,eko
6904,geceyarısı,700,98.786,Noun,1,geceyarısı
6905,lav,700,98.787,Noun,1,lav
6906,sodyum,700,98.787,Noun,1,sodyum
6907,paolo,700,98.787,Noun,1,paolo
6908,balki,700,98.788,Noun,1,balki
6909,trilyon,700,98.788,Num,1,trilyon
6910,firavun,699,98.789,Noun,1,firavun
6911,dayanak,699,98.789,Noun,1,dayanak
6912,haberleşmek,698,98.789,Verb,1,haberleşme
6913,doctor,698,98.79,Noun,1,doctor
6914,horace,698,98.79,Noun,1,horace
6915,sylvester,698,98.791,Noun,1,sylvester
6916,tamar,698,98.791,Noun,1,tamara
6917,apple,698,98.791,Noun,1,apple
6918,vadetmek,698,98.792,Verb,1,vadede
6919,ibadet,697,98.792,Noun,1,ibadet
6920,decker,697,98.793,Noun,1,decker
6921,klüp,697,98.793,Noun,1,klüp
6922,hayr,697,98.793,Noun,1,hayra
6923,marka,696,98.794,Noun,1,markası
6924,ereksiyon,696,98.794,Noun,1,ereksiyon
6925,koyun,696,98.795,Noun,1,koyunlar
6926,panzehir,695,98.795,Noun,1,panzehir
6927,garrison,695,98.795,Noun,1,garrison
6928,mort,695,98.796,Noun,1,mort
6929,istismar,695,98.796,Noun,1,istismar
6930,liberal,695,98.797,Adj,1,liberal
6931,bükmek,695,98.797,Adj,1,bükücü
6932,inme,695,98.797,Noun,1,inmesi
6933,tita,694,98.798,Noun,1,titan
6934,gomez,694,98.798,Noun,1,gomez
6935,webber,694,98.799,Noun,1,webber
6936,sıkışık,694,98.799,Adj,1,sıkışık
6937,loto,694,98.799,Noun,1,loto
6938,kombinasyon,694,98.8,Noun,1,kombinasyon
6939,kimberly,693,98.8,Noun,1,kimberly
6940,mg,692,98.801,Noun,1,mg
6941,korn,692,98.801,Noun,1,korna
6942,şangay,692,98.801,Noun,1,şangay
6943,mayday,691,98.802,Noun,1,mayday
6944,hilton,691,98.802,Noun,1,hilton
6945,granger,691,98.803,Noun,1,granger
6946,şimdilerde,691,98.803,Adv,1,şimdilerde
6947,jonny,691,98.803,Noun,1,jonny
6948,sabotaj,691,98.804,Noun,1,sabotaj
6949,tuck,691,98.804,Noun,1,tuck
6950,som,691,98.805,Adj,1,som
6951,şelâle,691,98.805,Noun,1,şelale
6952,kundak,691,98.805,Noun,1,kundakçı
6953,kısır,690,98.806,Adj,1,kısır
6954,higgins,690,98.806,Noun,1,higgins
6955,ares,690,98.807,Noun,1,ares
6956,sıyrık,690,98.807,Adj,1,sıyrık
6957,düzme,690,98.807,Adv,1,düzmece
6958,müzakere,689,98.808,Noun,1,müzakere
6959,bangkok,689,98.808,Noun,1,bangkok
6960,slater,689,98.809,Noun,1,slater
6961,lorna,689,98.809,Noun,1,lorna
6962,buckley,689,98.809,Noun,1,buckley
6963,kabiliyet,689,98.81,Noun,1,kabiliyeti
6964,gine,688,98.81,Adv,1,gine
6965,kathryn,688,98.811,Noun,1,kathryn
6966,suri,687,98.811,Noun,1,suriye
6967,murdoch,687,98.811,Noun,1,murdoch
6968,wing,687,98.812,Noun,1,wing
6969,terim,687,98.812,Noun,1,terimi
6970,müsamaha,686,98.812,Noun,1,müsamaha
6971,marjorie,686,98.813,Noun,1,marjorie
6972,entelektüel,686,98.813,Adj,1,entelektüel
6973,mercan,686,98.814,Adj,1,mercan
6974,obje,686,98.814,Noun,1,obje
6975,cool,686,98.814,Noun,1,cool
6976,parlâmento,686,98.815,Noun,1,parlamento
6977,hüsran,686,98.815,Noun,1,hüsrana
6978,organizma,686,98.816,Noun,1,organizma
6979,dwayne,685,98.816,Noun,1,dwayne
6980,örgü,685,98.816,Adj,1,örgü
6981,mine,685,98.817,Noun,1,mine
6982,talbot,685,98.817,Noun,1,talbot
6983,ga,685,98.818,Noun,1,ga
6984,kondom,685,98.818,Noun,1,kondom
6985,icra,685,98.818,Noun,1,icra
6986,kristina,685,98.819,Noun,1,kristina
6987,kahrolsun,685,98.819,Interj,1,kahrolsun
6988,mülakat,685,98.82,Noun,1,mülakat
6989,britta,684,98.82,Noun,1,britta
6990,stern,684,98.82,Noun,1,stern
6991,heart,684,98.821,Noun,1,heart
6992,karton,684,98.821,Noun,1,karton
6993,make,684,98.822,Noun,1,make
6994,milletvekili,684,98.822,Noun,1,milletvekili
6995,çalı,684,98.822,Noun,1,çalıların
6996,marnie,683,98.823,Noun,1,marnie
6997,şut,683,98.823,Noun,1,şut
6998,sütyen,683,98.824,Noun,1,sütyen
6999,chia,683,98.824,Noun,1,chiana
7000,far,683,98.824,Noun,1,far
7001,luka,682,98.825,Noun,1,luka
7002,allie,682,98.825,Noun,1,allie
7003,dora,682,98.825,Noun,1,dora
7004,mercer,682,98.826,Noun,1,mercer
7005,kabahat,682,98.826,Noun,1,kabahat
7006,sevkiyat,682,98.827,Noun,1,sevkiyat
7007,murat,681,98.827,Noun,1,murat
7008,saunders,681,98.827,Noun,1,saunders
7009,yunan,681,98.828,Verb,1,yunanlılar
7010,dk,680,98.828,Noun,1,dk
7011,foto,680,98.829,Noun,1,foton
7012,leigh,679,98.829,Noun,1,leigh
7013,bebe,679,98.829,Noun,1,bebe
7014,hav,679,98.83,Dup,1,hav
7015,meyer,678,98.83,Noun,1,meyer
7016,barrow,678,98.831,Noun,1,barrow
7017,misilleme,678,98.831,Noun,1,misilleme
7018,hydra,678,98.831,Noun,1,hydra
7019,latte,678,98.832,Noun,1,latte
7020,çile,678,98.832,Noun,1,çileden
